Child-Pugh — variáveis	Bilirrubina, albumina, INR/TP, ascite e encefalopatia. A: 5-6 pontos. B: 7-9. C: 10-15.	ENARE::01_Transversais escores
MELD — variáveis	Bilirrubina, INR e creatinina (MELD-Na acrescenta o sódio). Prediz mortalidade em 3 meses e ordena a fila de transplante hepático.	ENARE::01_Transversais escores
Critérios de Milão (transplante no hepatocarcinoma)	Nódulo único ≤5 cm OU até 3 nódulos, cada um ≤3 cm, sem invasão vascular macroscópica nem metástase extra-hepática.	ENARE::01_Transversais escores
BCLC — estadiamento do hepatocarcinoma	0/A (precoce): ressecção, ablação ou transplante. B (intermediário): quimioembolização (TACE). C (avançado): terapia sistêmica (atezolizumabe+bevacizumabe, sorafenibe/lenvatinibe). D (terminal): suporte.	ENARE::01_Transversais escores
Escore de Alvarado (MANTRELS) — componentes e pontos	Migração da dor (1), Anorexia (1), Náusea/vômito (1), dor em FID (2), descompressão dolorosa/Rebound (1), Elevação da temperatura (1), Leucocitose (2), desvio à esquerda/Shift (1). Total 10.	ENARE::01_Transversais escores
Alvarado — interpretação	≤4: apendicite improvável. 5-6: possível, investigar com imagem. ≥7: alta probabilidade, indicação cirúrgica.	ENARE::01_Transversais escores
Escala de coma de Glasgow — pontuação máxima por item	Abertura ocular 4, resposta verbal 5, resposta motora 6. Total 3-15. Adicionar a reatividade pupilar (GCS-P) na versão atual do ATLS.	ENARE::01_Transversais escores
Classificação do choque hemorrágico (ATLS) — perda volêmica	Classe I: até 15%. Classe II: 15-30%. Classe III: 31-40%. Classe IV: >40%.	ENARE::01_Transversais escores
Choque hemorrágico — primeiro parâmetro a alterar em cada classe	Classe I: sem alterações. Classe II: taquicardia e taquipneia, PA normal, pressão de pulso reduzida. Classe III: hipotensão e alteração do nível de consciência. Classe IV: hipotensão grave, oligúria, letargia. Hemoderivados desde a classe III.	ENARE::01_Transversais escores
BI-RADS — categorias	0: inconclusivo, precisa de exame adicional. 1: normal. 2: achado benigno. 3: provavelmente benigno (<2% de malignidade), controle em 6 meses. 4: suspeito, biopsiar. 5: altamente suspeito (>95%). 6: malignidade já comprovada.	ENARE::01_Transversais escores
Classificação de Fontaine (doença arterial periférica)	I: assintomático. IIa: claudicação a mais de 200 m. IIb: claudicação a menos de 200 m. III: dor isquêmica em repouso. IV: lesão trófica/úlcera ou gangrena.	ENARE::01_Transversais escores
Classificação de Johnson (úlcera gástrica)	I: pequena curvatura/incisura angular, normo ou hipocloridria. II: gástrica + duodenal, hipercloridria. III: pré-pilórica, hipercloridria. IV: alta, justacárdica. V: relacionada a AINE, qualquer topografia.	ENARE::01_Transversais escores
Graus da doença hemorroidária	I: sangra, não prolapsa. II: prolapsa e reduz espontaneamente. III: prolapsa e precisa de redução manual. IV: prolapso irredutível.	ENARE::01_Transversais escores
Classificação de Parks (fístula anal)	Interesfincteriana (mais comum), transesfincteriana, supraesfincteriana e extraesfincteriana.	ENARE::01_Transversais escores
Breslow — pontos de corte no melanoma (AJCC 8ª ed.)	T1a: <0,8 mm sem ulceração. T1b: <0,8 mm com ulceração ou 0,8-1,0 mm. T2: 1,01-2,0 mm. T3: 2,01-4,0 mm. T4: >4,0 mm.	ENARE::01_Transversais escores
Melanoma — margens cirúrgicas por Breslow	In situ: 0,5-1,0 cm. ≤1 mm: 1 cm. 1,01-2 mm: 1-2 cm. >2 mm: 2 cm.	ENARE::01_Transversais escores
Melanoma — quando indicar linfonodo sentinela	Breslow ≥0,8 mm, ou <0,8 mm com ulceração/alto índice mitótico, na ausência de linfonodo clinicamente positivo.	ENARE::01_Transversais escores
Critérios de Spigelman	Estratificam a polipose duodenal na PAF por número, tamanho, histologia e grau de displasia dos pólipos. Estágio IV indica duodenopancreatectomia profilática.	ENARE::01_Transversais escores
Classificação de Clavien-Dindo	Gradua a gravidade das complicações pós-operatórias. I: desvio do curso normal sem tratamento. II: tratamento farmacológico. IIIa/IIIb: intervenção sem/com anestesia geral. IVa/IVb: disfunção de um órgão/múltiplos. V: óbito.	ENARE::01_Transversais escores
Classificação de Haggitt	Aplica-se ao pólipo PEDICULADO com adenocarcinoma invasor. Nível 4 (invasão da submucosa da parede) indica pior prognóstico. Para pólipo séssil usa-se a classificação de Kikuchi (sm1-sm3).	ENARE::01_Transversais escores
Critérios de Light	Diferenciam exsudato de transudato no derrame pleural: proteína pleural/sérica >0,5, LDH pleural/sérica >0,6 ou LDH pleural acima de 2/3 do limite superior sérico. Um critério já define exsudato.	ENARE::01_Transversais escores
Escore de Rockall	Estratifica risco de ressangramento e mortalidade na HDA. Inclui idade, choque, comorbidades e, na versão completa, o achado endoscópico e o estigma de sangramento.	ENARE::01_Transversais escores
Graus de hipertensão intra-abdominal	PIA normal 5-7 mmHg. HIA quando ≥12 mmHg. Grau I: 12-15. II: 16-20. III: 21-25. IV: >25. Síndrome compartimental abdominal = PIA >20 mmHg com nova disfunção orgânica.	ENARE::01_Transversais escores
Sinal de Murphy	Interrupção da inspiração pela dor à palpação profunda do hipocôndrio direito. Sugere colecistite aguda.	ENARE::01_Transversais eponimos
Sinal de Rovsing	Dor na fossa ilíaca DIREITA provocada pela palpação da fossa ilíaca esquerda. Apendicite.	ENARE::01_Transversais eponimos
Sinal do obturador e sinal do psoas	Obturador: dor à rotação interna do quadril direito fletido (apêndice pélvico). Psoas: dor à extensão da coxa direita (apêndice retrocecal).	ENARE::01_Transversais eponimos
Sinal de Dunphy	Dor na fossa ilíaca direita desencadeada pela tosse. Apendicite.	ENARE::01_Transversais eponimos
Sinal de Blumberg	Dor à descompressão brusca no ponto de McBurney (irritação peritoneal).	ENARE::01_Transversais eponimos
Sinal de Aaron	Dor ou sensação de pressão no epigástrio/tórax anterior à pressão sustentada sobre o ponto de McBurney.	ENARE::01_Transversais eponimos
Sinal de Ten Horn	Dor em FID à tração suave do testículo direito. Apendicite.	ENARE::01_Transversais eponimos
Sinal de Kehr	Dor referida no ombro ESQUERDO por irritação diafragmática — clássico de hemoperitônio/lesão esplênica.	ENARE::01_Transversais eponimos
Sinal de Cullen e sinal de Grey-Turner	Cullen: equimose periumbilical. Grey-Turner: equimose em flancos. Ambos indicam hemorragia retroperitoneal, classicamente na pancreatite necro-hemorrágica.	ENARE::01_Transversais eponimos
Nódulo da Irmã Maria José	Nódulo umbilical endurecido por metástase de neoplasia intra-abdominal (mais comum gástrica, pancreática ou ovariana). Indica doença avançada.	ENARE::01_Transversais eponimos
Tríade de Charcot e pêntade de Reynolds	Charcot: febre + icterícia + dor em hipocôndrio direito (colangite). Reynolds: acrescenta hipotensão e alteração do estado mental (colangite tóxica/supurativa).	ENARE::01_Transversais eponimos
Tríade de Saint	Colelitíase + hérnia hiatal + doença diverticular do cólon.	ENARE::01_Transversais eponimos
Tríade de Quincke	Dor em hipocôndrio direito + icterícia + hemorragia digestiva. Define a hemobilia.	ENARE::01_Transversais eponimos
Tríade de Beck	Hipotensão + turgência jugular + abafamento de bulhas. Tamponamento cardíaco.	ENARE::01_Transversais eponimos
Tríade clássica do cisto de colédoco	Dor abdominal + icterícia + massa palpável em hipocôndrio direito (completa em menos de 20% dos casos).	ENARE::01_Transversais eponimos
Tríade do íleo biliar (tríade de Rigler)	Pneumobilia (aerobilia) + obstrução intestinal + cálculo ectópico. NÃO cursa com icterícia — a obstrução é intestinal, não biliar.	ENARE::01_Transversais eponimos
Triângulo de Calot	Delimitado pelo ducto cístico, ducto hepático comum e borda inferior do fígado. Contém a artéria cística.	ENARE::01_Transversais eponimos
Visão crítica de segurança (Strasberg)	Triângulo hepatocístico limpo de gordura e fibrose, terço inferior da vesícula descolado do leito hepático, e apenas duas estruturas entrando na vesícula (ducto e artéria císticos).	ENARE::01_Transversais eponimos
Triângulo de Hesselbach	Limites: vasos epigástricos inferiores (lateral), borda lateral do reto abdominal (medial) e ligamento inguinal (inferior). Hérnias DIRETAS emergem por dentro dele.	ENARE::01_Transversais eponimos
Triângulo da morte (doom) — laparoscopia da hérnia inguinal	Entre o ducto deferente (medial) e os vasos gonadais (lateral). Contém os vasos ilíacos externos. Não grampear.	ENARE::01_Transversais eponimos
Triângulo da dor — laparoscopia da hérnia inguinal	Lateral aos vasos gonadais e inferior ao trato iliopúbico. Contém os nervos cutâneo femoral lateral, femoral e genitofemoral.	ENARE::01_Transversais eponimos
Corona mortis	Anastomose entre a artéria obturatória e a epigástrica inferior/ilíaca externa, cruzando o ramo superior do púbis. Fonte de sangramento grave na correção de hérnia femoral.	ENARE::01_Transversais eponimos
Triângulo de Killian	Entre as fibras oblíquas do músculo tireofaríngeo e as fibras horizontais do cricofaríngeo. Local de herniação do divertículo de Zenker.	ENARE::01_Transversais eponimos
Divertículo de Zenker — natureza e tratamento	Divertículo FALSO, de pulsão, por hipertonia do cricofaríngeo. Diagnóstico pelo esofagograma contrastado (a endoscopia tem risco de perfuração). Tratamento: miotomia do cricofaríngeo, com diverticulectomia ou diverticulopexia; opção endoscópica com grampeador.	ENARE::01_Transversais eponimos
Divertículos esofágicos — mecanismo por localização	Faringoesofágico (Zenker) e epifrênico: de PULSÃO, associados a distúrbio motor. Médio-esofágico (parabrônquico): de TRAÇÃO, associado a doença inflamatória mediastinal.	ENARE::01_Transversais eponimos
Síndrome de Boerhaave × Mallory-Weiss	Boerhaave: ruptura transmural do esôfago distal após vômitos, geralmente à esquerda — emergência cirúrgica. Mallory-Weiss: laceração da mucosa na junção esofagogástrica, autolimitada em ~90% dos casos.	ENARE::01_Transversais eponimos
Síndrome de Ogilvie	Pseudo-obstrução colônica aguda, sem obstáculo mecânico. Tratamento: correção hidroeletrolítica, suspensão de opioides/anticolinérgicos, neostigmina e descompressão colonoscópica se ceco >12 cm ou refratário.	ENARE::01_Transversais eponimos
Síndrome de Wilkie (pinça aortomesentérica)	Compressão da TERCEIRA porção do duodeno entre a artéria mesentérica superior e a aorta, tipicamente após perda ponderal importante. Cursa com vômitos biliosos e dor pós-prandial.	ENARE::01_Transversais eponimos
Lesão de Dieulafoy	Artéria submucosa dilatada e tortuosa que erode a mucosa (mais comum no fundo gástrico) causando HDA maciça sem úlcera.	ENARE::01_Transversais eponimos
Regra de Goodsall	Orifício externo ANTERIOR: trajeto retilíneo radial para a cripta. Orifício externo POSTERIOR: trajeto curvo, drenando na linha média posterior.	ENARE::01_Transversais eponimos
Manobra de Pringle	Clampeamento do ligamento hepatoduodenal (artéria hepática e veia porta). Se o sangramento persiste, suspeitar de lesão de veias hepáticas ou da veia cava retro-hepática.	ENARE::01_Transversais eponimos
Técnica de Sistrunk	Ressecção do cisto do ducto tireoglosso com o corpo do osso hioide e o trajeto até a base da língua. Reduz a recidiva.	ENARE::01_Transversais eponimos
Disfagia lusória	Disfagia por compressão do esôfago por artéria subclávia direita aberrante (originada distalmente do arco aórtico).	ENARE::01_Transversais eponimos
Ponto de Palmer	Local alternativo de punção para o pneumoperitônio, na linha hemiclavicular esquerda abaixo do rebordo costal. Usado quando há cirurgia prévia ou aderências periumbilicais.	ENARE::01_Transversais eponimos
Arco de Riolan e arcada de Drummond	Ambos conectam a artéria mesentérica superior à inferior. O arco de Riolan é a comunicação central/curta; a arcada marginal de Drummond é a periférica. Garantem circulação colateral do cólon.	ENARE::01_Transversais eponimos
Ligamento de Treitz	Marca a transição duodenojejunal e separa hemorragia digestiva alta de baixa.	ENARE::01_Transversais eponimos
Ligamento de Cooper (pectíneo)	Estrutura de fixação da tela/sutura na técnica de McVay e na correção de hérnia femoral.	ENARE::01_Transversais eponimos
Triângulo de Passaro	Área com maior frequência de gastrinomas: entre a junção do ducto cístico com o colédoco, a junção da 2ª com a 3ª porção do duodeno e o colo/corpo do pâncreas.	ENARE::01_Transversais eponimos
Cirurgia de Hartmann	Ressecção do segmento retossigmoide com colostomia terminal e fechamento do coto retal. Indicada quando a anastomose primária é insegura (peritonite fecal, instabilidade).	ENARE::01_Transversais eponimos
Cirurgia de Kasai	Portoenterostomia hepática para atresia de vias biliares. Melhor resultado se realizada antes das 8 semanas de vida.	ENARE::01_Transversais eponimos
Dose máxima de lidocaína	Sem vasoconstritor: 4,5-5 mg/kg (máximo ~300 mg). Com vasoconstritor: 7 mg/kg (máximo ~500 mg).	ENARE::01_Transversais numeros
Fórmula de reposição na queimadura — ABA atualizada	2 mL x peso (kg) x %SCQ de Ringer lactato nas primeiras 24h; METADE nas primeiras 8 horas contadas do momento da queimadura. (A fórmula de Parkland clássica usava 4 mL.)	ENARE::01_Transversais numeros
Idade de início do rastreamento de câncer colorretal em risco médio	45 anos. Manter até 75 anos; entre 76 e 85 anos é individualizado; acima de 85 não se recomenda.	ENARE::01_Transversais numeros
Colecistectomia na colelitíase ASSINTOMÁTICA — indicações	Cálculo >2,5-3 cm, vesícula em porcelana, pólipo associado >1 cm, anomalia da junção pancreatobiliar, candidato a transplante, cirurgia bariátrica concomitante (em alguns protocolos) e anemias hemolíticas. Diabetes isolado NÃO é indicação.	ENARE::01_Transversais numeros
qSOFA — critérios	Frequência respiratória ≥22 irpm, pressão arterial sistólica ≤100 mmHg e alteração do estado mental (Glasgow <15). Dois ou mais indicam pior prognóstico.	ENARE::01_Transversais numeros
Índice tornozelo-braquial — interpretação	≥1,3: incompressível (calcificação). 0,9-1,3: normal. 0,7-0,89: doença leve. 0,4-0,69: moderada. <0,4: isquemia crítica.	ENARE::01_Transversais numeros
Margens cirúrgicas no câncer de reto	Distal: 2 cm (aceita-se 1 cm em tumores do reto baixo). Circunferencial (radial): >1 mm. Excisão total do mesorreto obrigatória em reto médio e baixo.	ENARE::01_Transversais numeros
Número mínimo de linfonodos para estadiamento adequado no câncer colorretal	12 linfonodos avaliados.	ENARE::01_Transversais numeros
Critérios de bom prognóstico após polipectomia com carcinoma invasor	Margem livre >1-2 mm, tumor bem ou moderadamente diferenciado, ausência de invasão linfovascular, ausência de brotamento tumoral e invasão superficial (sm1 / Haggitt 1-3). Preenchidos todos: seguimento. Qualquer critério desfavorável: colectomia segmentar.	ENARE::01_Transversais numeros
Ceco — diâmetro crítico de perfuração	Acima de 12 cm há risco iminente de perfuração. Pela lei de Laplace, o ceco é o segmento de maior diâmetro e portanto maior tensão parietal.	ENARE::01_Transversais numeros
Regra dos 2 do divertículo de Meckel	2% da população, 2 pés (60 cm) da válvula ileocecal, 2 polegadas de comprimento, 2 tipos de mucosa ectópica (gástrica e pancreática), 2% sintomáticos, geralmente antes dos 2 anos.	ENARE::01_Transversais numeros
Tumor neuroendócrino do apêndice — corte de tamanho	<1 cm: apendicectomia. >2 cm, invasão do mesoapêndice >3 mm ou acometimento da base: hemicolectomia direita. Entre 1 e 2 cm: individualizar.	ENARE::01_Transversais numeros
GIST — quando indicar imatinibe adjuvante	Alto risco de recidiva pelo tamanho e índice mitótico (ex.: >5 cm com >5 mitoses/50 CGA, ou >10 cm, ou ruptura tumoral). Duração de 3 anos.	ENARE::01_Transversais numeros
Antibioticoprofilaxia cirúrgica — janela e repique	Infundir dentro de 60 minutos antes da incisão (120 min para vancomicina e fluoroquinolonas). Repetir a dose se a cirurgia exceder 2 meias-vidas do fármaco (cefazolina: ~4h) ou se houver perda sanguínea >1500 mL.	ENARE::01_Transversais numeros
Definição temporal de infecção de sítio cirúrgico	Até 30 dias do procedimento; até 90 dias quando há implante de prótese permanente.	ENARE::01_Transversais numeros
Diverticulite aguda não complicada — conduta atual	Casos selecionados (imunocompetente, sem comorbidade, sem sinais sistêmicos) podem ser tratados SEM antibiótico, ambulatorialmente, com dieta e analgesia. Colonoscopia 6-8 semanas após o episódio, se não realizada recentemente.	ENARE::02_Nucleo colon_reto
Por que NÃO fazer colonoscopia na fase aguda da diverticulite?	Risco de perfuração. Deve ser adiada por 6-8 semanas, quando então é indicada para excluir neoplasia.	ENARE::02_Nucleo colon_reto
Diverticulite — indicação de cirurgia eletiva	Individualizada: não mais pelo número de episódios. Considerar em fístula, estenose, imunossupressão, episódio complicado tratado conservadoramente ou sintomas recorrentes com impacto na qualidade de vida.	ENARE::02_Nucleo colon_reto
Fístula mais comum na doença diverticular	Colovesical, mais frequente em homens (o útero protege a bexiga). Manifesta-se com pneumatúria e fecalúria.	ENARE::02_Nucleo colon_reto
Cólon direito × esquerdo — apresentação do câncer	Direito: anemia ferropriva, massa palpável, sangramento oculto, obstrução tardia. Esquerdo: alteração do hábito intestinal, sangue vivo nas fezes, obstrução precoce (fezes formadas e luz menor).	ENARE::02_Nucleo colon_reto
Câncer de reto — exame para estadiamento LOCAL	Ressonância magnética de pelve (avalia margem circunferencial e mesorreto). A ultrassonografia endorretal é útil em tumores precoces. TC de tórax e abdome para doença a distância.	ENARE::02_Nucleo colon_reto
Câncer de reto — quando indicar neoadjuvância	Tumores localmente avançados: cT3-T4 e/ou linfonodos positivos, especialmente do reto médio e baixo, ou margem circunferencial ameaçada. Tendência atual: terapia neoadjuvante total (TNT).	ENARE::02_Nucleo colon_reto
Watch and wait no câncer de reto	Conduta não operatória em pacientes com resposta clínica completa após neoadjuvância, com seguimento rigoroso. Exige protocolo e adesão do paciente.	ENARE::02_Nucleo colon_reto
Volvo de sigmoide — tratamento inicial e definitivo	Sem sinais de sofrimento de alça ou peritonite: descompressão endoscópica. Como a recidiva é alta, indicar sigmoidectomia eletiva na MESMA internação. Com peritonite ou necrose: laparotomia com ressecção (Hartmann).	ENARE::02_Nucleo colon_reto
Volvo de ceco — por que não se trata endoscopicamente?	A descompressão endoscópica raramente é eficaz. O tratamento é cirúrgico: colectomia direita (ou cecopexia em casos selecionados).	ENARE::02_Nucleo colon_reto
Síndrome de Lynch — genes e rastreamento	Mutação em genes de reparo do DNA: MLH1, MSH2, MSH6, PMS2 e deleção do EPCAM. Colonoscopia a cada 1-2 anos a partir dos 20-25 anos. Rastrear também endométrio, ovário, estômago e urotélio.	ENARE::02_Nucleo colon_reto
Lynch — cirurgia indicada quando há câncer de cólon	Colectomia total com anastomose ileorretal, pelo alto risco de tumor metacrônico.	ENARE::02_Nucleo colon_reto
Polipose adenomatosa familiar — gene e conduta	Mutação do gene APC. Colectomia profilática (proctocolectomia com bolsa ileal ou colectomia com anastomose ileorretal) na 2ª-3ª década. Vigilância duodenal por Spigelman.	ENARE::02_Nucleo colon_reto
Manifestações extracolônicas da PAF	Tumores desmoides, osteomas, hipertrofia congênita do epitélio pigmentar da retina, cistos epidermoides, adenomas duodenais e periampulares, carcinoma papilífero de tireoide e hepatoblastoma.	ENARE::02_Nucleo colon_reto
Doença de Crohn × retocolite ulcerativa — diferenças-chave	Crohn: transmural, da boca ao ânus, salteada, granuloma não caseoso, pedras de calçamento, fístulas e estenoses, poupa o reto com frequência. RCU: mucosa/submucosa, contínua e ascendente a partir do reto, pseudopólipos, sem fístula, associada a megacólon tóxico.	ENARE::02_Nucleo colon_reto
Crohn — princípio cirúrgico fundamental	Preservação intestinal: ressecções econômicas com margens macroscópicas livres (não é necessária margem microscópica) e estricturoplastia quando possível. A cirurgia não cura a doença.	ENARE::02_Nucleo colon_reto
Ileostomia de alto débito — distúrbios esperados	Depleção de sódio e água, hipocalemia, hipomagnesemia e desidratação com insuficiência renal pré-renal. Manejar com dieta hipertônica em sódio, restrição de líquidos hipotônicos, antidiarreicos e inibidor de bomba de prótons.	ENARE::02_Nucleo colon_reto
Colite pseudomembranosa grave/fulminante — tratamento cirúrgico	Colectomia total com ileostomia terminal; alternativa é a ileostomia em alça com lavagem anterógrada do cólon.	ENARE::02_Nucleo colon_reto
Hemorragia digestiva baixa — causa mais comum no idoso	Doença diverticular, seguida de angiodisplasia. Neoplasia raramente causa sangramento maciço.	ENARE::02_Nucleo colon_reto
HDB — sequência de investigação	Excluir causa alta (sonda/endoscopia se instável ou suspeita). Estável: colonoscopia após preparo. Sangramento ativo intenso: angiotomografia e depois arteriografia com embolização. Cirurgia quando refratário.	ENARE::02_Nucleo colon_reto
Colecistite aguda — momento da colecistectomia	Colecistectomia laparoscópica PRECOCE, na mesma internação, preferencialmente nas primeiras 72 horas do início dos sintomas. Postergar aumenta morbidade e conversão.	ENARE::02_Nucleo vias_biliares
Colecistostomia percutânea — indicação	Paciente Tokyo III ou de altíssimo risco cirúrgico que não responde ao tratamento clínico. Ponte para colecistectomia posterior.	ENARE::02_Nucleo vias_biliares
Coledocolitíase — estratificação de risco (ASGE)	Alto risco (cálculo visível na imagem, colangite, bilirrubina >4 com via biliar dilatada): CPRE pré-operatória. Risco intermediário: colangiorressonância, ecoendoscopia ou colangiografia intraoperatória. Baixo risco: colecistectomia direta.	ENARE::02_Nucleo vias_biliares
Complicação mais frequente da CPRE	Pancreatite pós-CPRE. Profilaxia: anti-inflamatório retal (indometacina/diclofenaco), hidratação com Ringer lactato e prótese pancreática em casos selecionados.	ENARE::02_Nucleo vias_biliares
Fatores de risco para pancreatite pós-CPRE	Mulher jovem, disfunção do esfíncter de Oddi, via biliar não dilatada, canulação difícil ou repetida do ducto pancreático, CPRE com finalidade diagnóstica e ausência de pancreatite crônica.	ENARE::02_Nucleo vias_biliares
Colangite aguda — conduta	Antibioticoterapia + ressuscitação + DRENAGEM BILIAR, preferencialmente por CPRE. Na colangite grave a drenagem deve ser urgente (idealmente em até 24h).	ENARE::02_Nucleo vias_biliares
Colangite — germes mais frequentes	Enterobactérias: E. coli, Klebsiella, Enterobacter, além de Enterococcus e Pseudomonas.	ENARE::02_Nucleo vias_biliares
Íleo biliar — tratamento	Enterolitotomia para retirar o cálculo (geralmente impactado no íleo terminal). A abordagem da fístula colecistoentérica e a colecistectomia no mesmo tempo só em pacientes selecionados e estáveis.	ENARE::02_Nucleo vias_biliares
Colecistectomia em paciente com Bypass gástrico prévio e coledocolitíase	A CPRE convencional é inviável pelo estômago excluso. Opções: CPRE transgástrica assistida por laparoscopia, exploração laparoscópica da via biliar ou acesso ecoendoscópico.	ENARE::02_Nucleo vias_biliares
Vesícula em porcelana — relevância	Calcificação da parede associada a risco aumentado de carcinoma de vesícula. Indicação de colecistectomia mesmo assintomática.	ENARE::02_Nucleo vias_biliares
Câncer de vesícula descoberto no anatomopatológico — conduta por T	Tis e T1a: colecistectomia é suficiente. A partir de T1b: ressecção hepática dos segmentos IVb/V + linfadenectomia do hilo, e ressecção dos portais se houve laparoscopia.	ENARE::02_Nucleo vias_biliares
Colangiocarcinoma peri-hilar — tratamento	Ressecção da via biliar extra-hepática + hepatectomia (frequentemente com ressecção do lobo caudado) + linfadenectomia, com reconstrução em Y de Roux. Avaliar volume hepático remanescente e drenagem pré-operatória se icterícia importante.	ENARE::02_Nucleo vias_biliares
DRGE — conduta inicial sem sinais de alarme	Prova terapêutica com inibidor de bomba de prótons e medidas comportamentais. Endoscopia indicada se sinais de alarme (disfagia, emagrecimento, anemia, sangramento, vômitos persistentes), idade mais avançada ou refratariedade.	ENARE::02_Nucleo esofago_estomago
DRGE — exames obrigatórios antes da fundoplicatura	Endoscopia digestiva alta, pHmetria de 24h (ou impedanciopHmetria) e ESOFAGOMANOMETRIA, para excluir distúrbio motor e escolher o tipo de válvula.	ENARE::02_Nucleo esofago_estomago
Esôfago de Barrett — definição e seguimento	Substituição do epitélio escamoso por epitélio colunar com metaplasia INTESTINAL confirmada por biópsia. Sem displasia: endoscopia a cada 3-5 anos. Displasia de baixo grau: ablação por radiofrequência ou vigilância anual. Alto grau ou adenocarcinoma intramucoso: ressecção endoscópica + ablação.	ENARE::02_Nucleo esofago_estomago
